Recency,Frequency,Monetary,Cluster,ClusterName
224,5,137.0,4,Potential Customers
87,3,102.14,0,Loyal Customers
79,4,90.9,0,Loyal Customers
244,3,148.8,4,Potential Customers
267,3,53.72,4,Potential Customers
127,7,167.4,2,Diamond Customers
16,4,33.7,0,Loyal Customers
185,6,117.68,5,Regular Customers
531,1,35.9,3,Lost Customers
272,1,5.8,4,Potential Customers
281,4,81.2,4,Potential Customers
237,5,68.8,4,Potential Customers
87,4,136.8,2,Diamond Customers
518,3,15.8,3,Lost Customers
38,6,177.66,2,Diamond Customers
39,10,207.32,2,Diamond Customers
161,3,63.8,5,Regular Customers
7,5,74.4,0,Loyal Customers
431,6,45.5,1,New Customers
9,3,116.65,0,Loyal Customers
42,5,135.6,2,Diamond Customers
174,1,4.4,5,Regular Customers
65,7,113.8,0,Loyal Customers
331,4,51.1,1,New Customers
179,3,28.45,5,Regular Customers
42,8,217.85,2,Diamond Customers
99,4,50.9,5,Regular Customers
36,5,129.4,0,Loyal Customers
274,4,137.5,4,Potential Customers
240,8,196.03,4,Potential Customers
162,5,128.95,5,Regular Customers
156,2,16.6,5,Regular Customers
477,5,45.52,1,New Customers
31,1,4.1,0,Loyal Customers
55,4,125.28,0,Loyal Customers
80,6,143.2,2,Diamond Customers
50,7,144.4,2,Diamond Customers
137,7,144.61,5,Regular Customers
175,4,156.6,5,Regular Customers
362,1,7.3,1,New Customers
45,7,147.94,2,Diamond Customers
43,2,45.7,0,Loyal Customers
123,2,52.5,5,Regular Customers
382,2,40.0,1,New Customers
180,5,59.8,5,Regular Customers
17,3,64.7,0,Loyal Customers
19,8,158.74,2,Diamond Customers
65,6,140.95,2,Diamond Customers
17,3,76.2,0,Loyal Customers
51,4,64.67,0,Loyal Customers
166,4,32.9,5,Regular Customers
98,2,134.2,2,Diamond Customers
51,7,115.55,0,Loyal Customers
395,5,89.55,1,New Customers
319,2,54.7,1,New Customers
126,5,138.63,5,Regular Customers
92,3,92.62,0,Loyal Customers
134,3,49.15,5,Regular Customers
108,7,98.35,5,Regular Customers
560,3,85.14,3,Lost Customers
123,5,223.5,2,Diamond Customers
218,3,42.3,4,Potential Customers
495,1,39.3,3,Lost Customers
49,3,64.3,0,Loyal Customers
120,5,221.5,2,Diamond Customers
635,1,20.1,3,Lost Customers
97,6,85.5,5,Regular Customers
304,3,21.3,4,Potential Customers
340,6,124.0,1,New Customers
300,3,22.4,4,Potential Customers
652,2,44.9,3,Lost Customers
172,2,28.9,5,Regular Customers
80,6,244.34,2,Diamond Customers
270,5,82.1,4,Potential Customers
30,4,150.4,2,Diamond Customers
38,3,42.6,0,Loyal Customers
32,3,148.09,2,Diamond Customers
202,7,98.41,4,Potential Customers
151,8,121.6,5,Regular Customers
377,3,30.6,1,New Customers
159,3,60.7,5,Regular Customers
119,5,113.16,5,Regular Customers
212,3,37.05,4,Potential Customers
160,4,54.7,5,Regular Customers
442,1,21.2,1,New Customers
91,4,89.66,0,Loyal Customers
163,4,131.63,5,Regular Customers
102,4,148.0,2,Diamond Customers
181,5,84.92,5,Regular Customers
92,7,155.6,2,Diamond Customers
367,4,37.9,1,New Customers
0,5,204.76,2,Diamond Customers
35,4,47.3,0,Loyal Customers
179,3,40.3,5,Regular Customers
624,1,31.54,3,Lost Customers
16,2,18.6,0,Loyal Customers
87,2,63.5,0,Loyal Customers
74,4,22.85,0,Loyal Customers
419,3,27.8,1,New Customers
119,4,74.7,5,Regular Customers
19,6,140.2,2,Diamond Customers
174,2,100.4,5,Regular Customers
271,4,112.4,4,Potential Customers
55,6,83.9,0,Loyal Customers
236,5,70.96,4,Potential Customers
594,1,10.0,3,Lost Customers
232,3,53.3,4,Potential Customers
228,2,36.96,4,Potential Customers
0,5,174.6,2,Diamond Customers
36,2,17.2,0,Loyal Customers
5,7,176.2,2,Diamond Customers
196,6,146.61,4,Potential Customers
27,7,106.2,0,Loyal Customers
13,7,183.1,2,Diamond Customers
162,2,50.4,5,Regular Customers
220,3,89.2,4,Potential Customers
147,5,73.62,5,Regular Customers
15,4,110.7,0,Loyal Customers
56,6,80.0,0,Loyal Customers
214,6,81.42,4,Potential Customers
119,3,98.65,5,Regular Customers
16,5,83.86,0,Loyal Customers
57,10,268.8,2,Diamond Customers
110,2,56.8,5,Regular Customers
13,7,100.1,0,Loyal Customers
254,5,86.5,4,Potential Customers
17,3,120.3,0,Loyal Customers
259,2,18.5,4,Potential Customers
39,5,84.85,0,Loyal Customers
34,6,119.92,0,Loyal Customers
10,4,50.5,0,Loyal Customers
429,2,24.5,1,New Customers
334,4,152.04,4,Potential Customers
226,6,119.0,4,Potential Customers
269,1,14.5,4,Potential Customers
414,1,18.9,1,New Customers
676,1,11.2,3,Lost Customers
33,4,158.66,2,Diamond Customers
18,5,81.3,0,Loyal Customers
470,2,10.6,1,New Customers
320,2,49.15,1,New Customers
94,6,65.44,5,Regular Customers
86,4,125.24,2,Diamond Customers
246,5,88.1,4,Potential Customers
119,4,68.9,5,Regular Customers
420,3,60.9,1,New Customers
257,5,133.9,4,Potential Customers
449,2,48.1,1,New Customers
267,5,83.4,4,Potential Customers
195,4,116.0,4,Potential Customers
58,7,139.05,2,Diamond Customers
2,5,48.4,0,Loyal Customers
237,2,69.6,4,Potential Customers
597,1,14.4,3,Lost Customers
439,1,3.4,1,New Customers
567,2,19.8,3,Lost Customers
542,1,83.3,3,Lost Customers
516,1,36.16,3,Lost Customers
261,6,170.5,4,Potential Customers
159,2,46.8,5,Regular Customers
474,1,6.8,1,New Customers
451,2,25.0,1,New Customers
1,5,184.44,2,Diamond Customers
20,2,16.6,0,Loyal Customers
17,7,228.33,2,Diamond Customers
230,3,28.9,4,Potential Customers
8,3,115.3,0,Loyal Customers
207,2,35.0,4,Potential Customers
396,4,85.4,1,New Customers
83,3,69.65,0,Loyal Customers
3,3,32.3,0,Loyal Customers
309,3,155.25,4,Potential Customers
101,5,96.59,5,Regular Customers
89,3,73.0,0,Loyal Customers
18,4,73.5,0,Loyal Customers
144,4,90.4,5,Regular Customers
302,2,72.2,4,Potential Customers
211,1,46.0,4,Potential Customers
192,7,177.2,4,Potential Customers
166,2,66.9,5,Regular Customers
75,6,213.56,2,Diamond Customers
103,2,15.7,5,Regular Customers
51,4,112.8,0,Loyal Customers
14,2,19.8,0,Loyal Customers
317,2,124.6,4,Potential Customers
294,3,110.15,4,Potential Customers
92,8,253.55,2,Diamond Customers
95,2,77.9,5,Regular Customers
192,4,34.16,5,Regular Customers
442,4,77.2,1,New Customers
33,4,91.74,0,Loyal Customers
27,4,51.0,0,Loyal Customers
40,8,158.5,2,Diamond Customers
214,3,67.9,4,Potential Customers
98,2,73.96,5,Regular Customers
262,5,62.6,4,Potential Customers
382,4,53.6,1,New Customers
12,6,87.8,0,Loyal Customers
323,4,108.48,4,Potential Customers
378,4,137.55,1,New Customers
80,3,70.46,0,Loyal Customers
216,3,92.2,4,Potential Customers
125,4,76.95,5,Regular Customers
139,4,50.34,5,Regular Customers
149,5,109.5,5,Regular Customers
67,2,50.49,0,Loyal Customers
30,5,137.15,2,Diamond Customers
541,3,71.2,3,Lost Customers
7,6,132.39,0,Loyal Customers
36,4,86.12,0,Loyal Customers
77,4,85.1,0,Loyal Customers
79,6,158.98,2,Diamond Customers
25,5,123.12,0,Loyal Customers
139,6,161.3,2,Diamond Customers
126,3,105.55,5,Regular Customers
123,4,88.6,5,Regular Customers
8,5,136.09,0,Loyal Customers
68,3,143.66,2,Diamond Customers
154,4,120.1,5,Regular Customers
223,2,62.4,4,Potential Customers
128,5,227.36,2,Diamond Customers
73,5,149.1,2,Diamond Customers
44,3,96.5,0,Loyal Customers
13,5,47.7,0,Loyal Customers
174,4,33.4,5,Regular Customers
423,2,55.1,1,New Customers
88,4,53.73,0,Loyal Customers
122,5,67.45,5,Regular Customers
18,3,119.8,0,Loyal Customers
255,1,8.4,4,Potential Customers
247,4,147.68,4,Potential Customers
197,4,83.5,4,Potential Customers
93,5,82.1,5,Regular Customers
114,4,62.8,5,Regular Customers
408,1,15.3,1,New Customers
187,2,27.75,5,Regular Customers
118,3,25.2,5,Regular Customers
65,5,191.84,2,Diamond Customers
130,3,31.3,5,Regular Customers
175,2,26.85,5,Regular Customers
10,3,38.82,0,Loyal Customers
333,4,93.6,1,New Customers
571,2,7.65,3,Lost Customers
233,3,18.7,4,Potential Customers
50,4,70.4,0,Loyal Customers
214,4,70.1,4,Potential Customers
73,6,140.4,2,Diamond Customers
13,6,113.1,0,Loyal Customers
216,3,33.9,4,Potential Customers
179,5,104.02,5,Regular Customers
516,3,28.2,3,Lost Customers
291,1,3.9,4,Potential Customers
19,3,76.8,0,Loyal Customers
466,2,33.9,1,New Customers
218,2,49.5,4,Potential Customers
225,5,143.8,4,Potential Customers
48,6,102.35,0,Loyal Customers
31,2,49.94,0,Loyal Customers
156,4,71.25,5,Regular Customers
423,4,60.22,1,New Customers
24,7,209.02,2,Diamond Customers
512,2,12.0,3,Lost Customers
116,2,21.0,5,Regular Customers
32,4,80.7,0,Loyal Customers
33,4,72.1,0,Loyal Customers
18,11,229.58,2,Diamond Customers
0,4,35.2,0,Loyal Customers
146,3,25.6,5,Regular Customers
590,1,65.2,3,Lost Customers
39,4,139.1,2,Diamond Customers
130,2,60.86,5,Regular Customers
238,6,132.5,4,Potential Customers
22,3,89.3,0,Loyal Customers
126,6,96.44,5,Regular Customers
51,5,112.9,0,Loyal Customers
309,2,32.6,4,Potential Customers
78,4,87.7,0,Loyal Customers
296,4,134.98,4,Potential Customers
227,3,56.1,4,Potential Customers
363,3,99.5,1,New Customers
131,6,222.36,2,Diamond Customers
367,2,36.5,1,New Customers
342,2,61.3,1,New Customers
93,3,43.9,5,Regular Customers
28,5,80.7,0,Loyal Customers
189,7,88.55,5,Regular Customers
117,6,101.4,5,Regular Customers
113,4,42.62,5,Regular Customers
38,5,64.76,0,Loyal Customers
95,8,245.1,2,Diamond Customers
132,5,71.4,5,Regular Customers
186,5,189.9,2,Diamond Customers
50,6,70.8,0,Loyal Customers
201,3,88.4,4,Potential Customers
52,3,160.12,2,Diamond Customers
207,4,43.5,4,Potential Customers
84,7,239.91,2,Diamond Customers
306,4,125.15,4,Potential Customers
351,1,55.4,1,New Customers
374,1,7.3,1,New Customers
94,4,58.72,5,Regular Customers
33,3,87.6,0,Loyal Customers
13,4,144.7,2,Diamond Customers
64,5,86.0,0,Loyal Customers
165,6,214.9,2,Diamond Customers
672,1,7.9,3,Lost Customers
27,5,89.9,0,Loyal Customers
50,6,161.05,2,Diamond Customers
674,1,3.7,3,Lost Customers
98,3,55.3,5,Regular Customers
330,7,135.34,4,Potential Customers
191,7,148.0,4,Potential Customers
199,3,63.5,4,Potential Customers
501,4,115.2,3,Lost Customers
233,5,119.9,4,Potential Customers
97,3,53.95,5,Regular Customers
317,1,25.8,1,New Customers
79,4,97.92,0,Loyal Customers
63,6,104.1,0,Loyal Customers
280,2,31.2,4,Potential Customers
518,1,35.1,3,Lost Customers
145,8,107.42,5,Regular Customers
34,4,122.4,0,Loyal Customers
347,3,44.3,1,New Customers
207,1,9.0,4,Potential Customers
105,6,92.4,5,Regular Customers
117,2,67.36,5,Regular Customers
415,3,91.8,1,New Customers
325,3,35.8,1,New Customers
68,3,45.4,0,Loyal Customers
76,2,64.4,0,Loyal Customers
7,6,142.05,2,Diamond Customers
192,4,116.32,5,Regular Customers
468,3,31.1,1,New Customers
124,2,86.6,5,Regular Customers
65,2,49.5,0,Loyal Customers
134,5,76.0,5,Regular Customers
281,4,139.9,4,Potential Customers
237,2,51.2,4,Potential Customers
189,7,79.6,5,Regular Customers
47,8,150.65,2,Diamond Customers
346,2,54.1,1,New Customers
162,3,121.64,5,Regular Customers
106,4,52.6,5,Regular Customers
12,4,57.7,0,Loyal Customers
366,5,112.0,1,New Customers
13,5,118.6,0,Loyal Customers
185,2,138.8,5,Regular Customers
522,2,32.5,3,Lost Customers
361,4,171.1,1,New Customers
96,5,221.47,2,Diamond Customers
385,1,7.9,1,New Customers
321,1,5.4,1,New Customers
702,1,29.14,3,Lost Customers
612,1,27.24,3,Lost Customers
57,6,169.73,2,Diamond Customers
198,4,49.4,5,Regular Customers
150,3,117.2,5,Regular Customers
73,9,214.05,2,Diamond Customers
77,4,75.55,0,Loyal Customers
166,5,170.96,2,Diamond Customers
591,2,17.76,3,Lost Customers
105,7,120.05,5,Regular Customers
24,2,24.7,0,Loyal Customers
232,2,63.6,4,Potential Customers
16,3,59.1,0,Loyal Customers
473,3,75.0,1,New Customers
155,5,57.22,5,Regular Customers
164,6,136.38,5,Regular Customers
77,4,96.6,0,Loyal Customers
74,4,131.8,2,Diamond Customers
104,7,136.6,2,Diamond Customers
102,1,17.4,5,Regular Customers
336,5,99.97,1,New Customers
27,5,158.1,2,Diamond Customers
42,5,87.12,0,Loyal Customers
380,5,89.01,1,New Customers
118,4,81.5,5,Regular Customers
234,4,57.5,4,Potential Customers
273,3,30.1,4,Potential Customers
179,1,75.7,5,Regular Customers
286,3,37.62,4,Potential Customers
28,8,193.5,2,Diamond Customers
272,6,154.6,4,Potential Customers
56,5,87.4,0,Loyal Customers
278,1,4.0,4,Potential Customers
91,2,58.3,5,Regular Customers
239,2,51.27,4,Potential Customers
176,3,57.85,5,Regular Customers
42,6,168.55,2,Diamond Customers
200,6,122.92,4,Potential Customers
18,7,110.5,0,Loyal Customers
176,5,75.7,5,Regular Customers
114,3,78.88,5,Regular Customers
133,2,82.35,5,Regular Customers
151,3,62.4,5,Regular Customers
284,2,20.2,4,Potential Customers
152,3,34.1,5,Regular Customers
37,10,301.33,2,Diamond Customers
529,1,7.8,3,Lost Customers
88,3,33.5,0,Loyal Customers
104,6,187.4,2,Diamond Customers
155,5,133.0,5,Regular Customers
27,7,191.05,2,Diamond Customers
267,5,132.05,4,Potential Customers
72,5,94.85,0,Loyal Customers
86,2,19.5,0,Loyal Customers
267,2,69.8,4,Potential Customers
76,2,32.4,0,Loyal Customers
42,3,50.0,0,Loyal Customers
462,1,18.44,1,New Customers
17,2,38.42,0,Loyal Customers
372,2,13.8,1,New Customers
65,4,31.1,0,Loyal Customers
38,5,119.49,0,Loyal Customers
163,2,46.0,5,Regular Customers
259,5,56.34,4,Potential Customers
17,4,92.9,0,Loyal Customers
564,3,63.45,3,Lost Customers
111,4,55.6,5,Regular Customers
129,5,52.5,5,Regular Customers
131,4,156.0,2,Diamond Customers
6,5,80.2,0,Loyal Customers
10,5,122.64,0,Loyal Customers
395,2,34.7,1,New Customers
31,3,80.4,0,Loyal Customers
85,6,125.4,2,Diamond Customers
233,3,137.0,4,Potential Customers
194,7,74.59,5,Regular Customers
197,2,21.6,5,Regular Customers
66,3,87.7,0,Loyal Customers
173,2,32.3,5,Regular Customers
324,6,180.86,4,Potential Customers
12,4,122.74,0,Loyal Customers
129,6,122.04,5,Regular Customers
358,3,60.6,1,New Customers
284,4,90.42,4,Potential Customers
356,3,33.82,1,New Customers
91,10,192.63,2,Diamond Customers
87,3,49.5,0,Loyal Customers
108,5,102.14,5,Regular Customers
191,6,232.92,2,Diamond Customers
84,4,99.2,0,Loyal Customers
234,4,170.9,4,Potential Customers
419,4,60.4,1,New Customers
124,5,200.25,2,Diamond Customers
337,3,48.74,1,New Customers
62,3,85.4,0,Loyal Customers
280,2,63.72,4,Potential Customers
132,6,159.42,2,Diamond Customers
21,3,61.5,0,Loyal Customers
95,3,72.12,5,Regular Customers
54,4,37.74,0,Loyal Customers
171,2,76.0,5,Regular Customers
297,5,118.1,4,Potential Customers
602,1,12.1,3,Lost Customers
393,2,19.62,1,New Customers
243,4,63.36,4,Potential Customers
181,3,86.2,5,Regular Customers
511,2,57.15,3,Lost Customers
41,5,101.1,0,Loyal Customers
152,7,189.62,2,Diamond Customers
323,2,48.89,1,New Customers
296,2,48.2,4,Potential Customers
415,1,52.34,1,New Customers
50,8,134.61,2,Diamond Customers
636,1,12.3,3,Lost Customers
361,1,9.4,1,New Customers
87,3,31.4,0,Loyal Customers
41,5,201.7,2,Diamond Customers
200,5,119.0,4,Potential Customers
198,5,147.02,4,Potential Customers
273,1,2.1,4,Potential Customers
25,5,200.0,2,Diamond Customers
61,4,62.16,0,Loyal Customers
231,4,66.3,4,Potential Customers
323,2,126.5,4,Potential Customers
37,2,35.4,0,Loyal Customers
376,6,154.44,1,New Customers
229,7,248.11,4,Potential Customers
56,3,21.6,0,Loyal Customers
86,6,162.5,2,Diamond Customers
70,7,210.1,2,Diamond Customers
6,4,61.9,0,Loyal Customers
101,5,119.65,5,Regular Customers
104,5,131.85,2,Diamond Customers
659,2,32.7,3,Lost Customers
365,4,45.15,1,New Customers
212,5,45.52,4,Potential Customers
37,7,119.99,0,Loyal Customers
48,2,16.4,0,Loyal Customers
300,2,51.8,4,Potential Customers
423,1,17.2,1,New Customers
0,5,171.03,2,Diamond Customers
205,6,95.0,4,Potential Customers
119,6,205.9,2,Diamond Customers
194,3,35.7,5,Regular Customers
306,2,55.8,4,Potential Customers
101,6,99.88,5,Regular Customers
258,2,42.4,4,Potential Customers
160,2,62.3,5,Regular Customers
105,2,51.0,5,Regular Customers
105,3,44.7,5,Regular Customers
5,2,13.7,0,Loyal Customers
92,7,82.79,5,Regular Customers
112,2,191.1,2,Diamond Customers
330,2,63.4,1,New Customers
68,5,69.6,0,Loyal Customers
42,5,69.6,0,Loyal Customers
133,4,61.05,5,Regular Customers
438,3,48.1,1,New Customers
593,1,3.7,3,Lost Customers
545,1,20.16,3,Lost Customers
410,2,31.75,1,New Customers
315,1,13.9,1,New Customers
393,1,15.7,1,New Customers
187,1,13.0,5,Regular Customers
121,3,93.4,5,Regular Customers
79,4,106.9,0,Loyal Customers
16,6,110.8,0,Loyal Customers
44,5,75.2,0,Loyal Customers
192,3,38.1,5,Regular Customers
118,6,151.55,2,Diamond Customers
7,4,69.04,0,Loyal Customers
234,2,76.8,4,Potential Customers
596,1,24.5,3,Lost Customers
12,4,132.81,0,Loyal Customers
7,4,87.2,0,Loyal Customers
225,4,92.62,4,Potential Customers
169,4,57.6,5,Regular Customers
1,2,19.4,0,Loyal Customers
489,1,11.0,3,Lost Customers
228,3,97.0,4,Potential Customers
287,4,70.38,4,Potential Customers
45,4,38.66,0,Loyal Customers
278,7,108.04,4,Potential Customers
253,2,60.4,4,Potential Customers
56,4,47.3,0,Loyal Customers
43,7,152.1,2,Diamond Customers
124,8,119.9,5,Regular Customers
263,2,39.4,4,Potential Customers
425,3,41.8,1,New Customers
152,3,86.0,5,Regular Customers
343,1,3.4,1,New Customers
75,6,142.9,2,Diamond Customers
56,4,73.82,0,Loyal Customers
184,2,25.8,5,Regular Customers
175,4,156.5,5,Regular Customers
429,1,1.6,1,New Customers
8,5,145.05,2,Diamond Customers
73,3,23.0,0,Loyal Customers
142,2,16.6,5,Regular Customers
207,3,33.7,4,Potential Customers
47,3,44.7,0,Loyal Customers
149,4,57.4,5,Regular Customers
218,5,94.35,4,Potential Customers
1,4,76.9,0,Loyal Customers
54,3,91.6,0,Loyal Customers
3,4,88.2,0,Loyal Customers
271,4,87.3,4,Potential Customers
75,3,70.3,0,Loyal Customers
13,6,102.35,0,Loyal Customers
343,1,12.6,1,New Customers
29,4,148.4,2,Diamond Customers
8,4,149.9,2,Diamond Customers
366,4,42.42,1,New Customers
299,2,32.44,4,Potential Customers
236,3,42.65,4,Potential Customers
151,3,174.9,2,Diamond Customers
177,3,93.5,5,Regular Customers
336,2,37.1,1,New Customers
253,2,24.82,4,Potential Customers
283,1,59.5,4,Potential Customers
238,2,91.2,4,Potential Customers
645,1,47.4,3,Lost Customers
71,6,134.45,2,Diamond Customers
0,3,78.99,0,Loyal Customers
237,3,92.7,4,Potential Customers
19,3,101.9,0,Loyal Customers
235,3,66.8,4,Potential Customers
398,1,4.6,1,New Customers
48,2,37.8,0,Loyal Customers
104,3,83.9,5,Regular Customers
176,6,58.04,5,Regular Customers
393,4,75.9,1,New Customers
75,3,80.4,0,Loyal Customers
19,4,97.3,0,Loyal Customers
241,3,45.7,4,Potential Customers
156,3,43.1,5,Regular Customers
76,4,115.26,0,Loyal Customers
138,1,9.4,5,Regular Customers
58,5,120.75,0,Loyal Customers
111,4,70.2,5,Regular Customers
359,4,66.0,1,New Customers
222,5,84.6,4,Potential Customers
148,6,110.7,5,Regular Customers
46,6,253.12,2,Diamond Customers
101,3,37.0,5,Regular Customers
180,4,54.9,5,Regular Customers
71,3,31.44,0,Loyal Customers
243,5,135.7,4,Potential Customers
502,1,40.9,3,Lost Customers
57,5,89.8,0,Loyal Customers
92,4,49.1,5,Regular Customers
410,5,176.95,1,New Customers
126,2,35.3,5,Regular Customers
98,4,69.23,5,Regular Customers
87,3,56.65,0,Loyal Customers
307,3,44.12,4,Potential Customers
2,6,118.95,0,Loyal Customers
91,4,137.5,2,Diamond Customers
478,2,22.3,3,Lost Customers
275,4,48.1,4,Potential Customers
1,3,128.9,0,Loyal Customers
184,4,173.0,5,Regular Customers
32,6,77.8,0,Loyal Customers
327,4,90.1,1,New Customers
337,2,8.5,1,New Customers
252,3,65.35,4,Potential Customers
244,4,98.3,4,Potential Customers
57,6,289.4,2,Diamond Customers
157,4,68.5,5,Regular Customers
30,7,132.35,0,Loyal Customers
27,4,96.5,0,Loyal Customers
127,5,89.8,5,Regular Customers
45,4,126.65,0,Loyal Customers
94,5,135.35,2,Diamond Customers
87,6,87.95,0,Loyal Customers
32,6,124.95,0,Loyal Customers
247,5,170.0,4,Potential Customers
139,6,86.2,5,Regular Customers
145,4,72.1,5,Regular Customers
222,4,52.22,4,Potential Customers
243,3,60.0,4,Potential Customers
20,6,124.64,0,Loyal Customers
6,1,19.4,0,Loyal Customers
235,4,91.8,4,Potential Customers
19,5,108.6,0,Loyal Customers
59,6,76.52,0,Loyal Customers
68,4,70.25,0,Loyal Customers
16,2,24.0,0,Loyal Customers
112,7,130.05,5,Regular Customers
199,5,57.6,4,Potential Customers
419,3,82.4,1,New Customers
48,4,89.35,0,Loyal Customers
53,7,129.64,2,Diamond Customers
54,6,180.2,2,Diamond Customers
276,4,136.8,4,Potential Customers
393,4,56.16,1,New Customers
156,6,79.8,5,Regular Customers
32,6,104.95,0,Loyal Customers
598,2,19.4,3,Lost Customers
141,3,28.6,5,Regular Customers
4,9,254.04,2,Diamond Customers
81,5,133.39,2,Diamond Customers
34,2,36.9,0,Loyal Customers
678,3,50.2,3,Lost Customers
48,1,25.1,0,Loyal Customers
43,1,4.9,0,Loyal Customers
663,2,24.7,3,Lost Customers
54,4,78.8,0,Loyal Customers
263,3,31.84,4,Potential Customers
324,6,85.9,1,New Customers
105,4,119.1,5,Regular Customers
265,5,83.05,4,Potential Customers
285,4,52.8,4,Potential Customers
126,4,113.7,5,Regular Customers
58,1,3.6,0,Loyal Customers
195,5,115.0,4,Potential Customers
156,7,163.0,2,Diamond Customers
181,4,80.0,5,Regular Customers
97,6,157.5,2,Diamond Customers
149,4,131.64,5,Regular Customers
360,2,61.7,1,New Customers
4,2,16.85,0,Loyal Customers
2,3,66.2,0,Loyal Customers
140,6,126.92,5,Regular Customers
97,2,57.6,5,Regular Customers
8,4,114.0,0,Loyal Customers
214,6,130.5,4,Potential Customers
461,4,127.05,1,New Customers
134,8,163.15,2,Diamond Customers
54,4,58.26,0,Loyal Customers
115,3,38.75,5,Regular Customers
392,2,39.7,1,New Customers
36,6,128.2,0,Loyal Customers
172,5,119.65,5,Regular Customers
210,3,47.9,4,Potential Customers
83,3,50.15,0,Loyal Customers
233,2,56.2,4,Potential Customers
438,2,37.5,1,New Customers
335,1,101.8,1,New Customers
239,3,37.66,4,Potential Customers
198,3,70.3,4,Potential Customers
47,7,113.15,0,Loyal Customers
284,3,121.1,4,Potential Customers
49,6,92.11,0,Loyal Customers
479,1,20.0,3,Lost Customers
131,6,126.1,5,Regular Customers
349,6,70.39,1,New Customers
15,3,22.5,0,Loyal Customers
348,2,47.0,1,New Customers
66,1,25.3,0,Loyal Customers
63,8,189.73,2,Diamond Customers
497,1,6.72,3,Lost Customers
110,2,27.1,5,Regular Customers
3,9,120.49,0,Loyal Customers
57,6,122.8,0,Loyal Customers
14,5,68.7,0,Loyal Customers
122,4,62.54,5,Regular Customers
233,6,127.2,4,Potential Customers
90,3,74.76,0,Loyal Customers
53,5,39.9,0,Loyal Customers
57,6,183.1,2,Diamond Customers
287,2,57.9,4,Potential Customers
1,4,76.94,0,Loyal Customers
555,1,53.76,3,Lost Customers
77,6,101.65,0,Loyal Customers
28,6,138.4,2,Diamond Customers
75,4,89.84,0,Loyal Customers
311,2,51.5,4,Potential Customers
384,7,89.75,1,New Customers
124,4,105.55,5,Regular Customers
695,1,18.0,3,Lost Customers
519,2,35.8,3,Lost Customers
145,2,50.44,5,Regular Customers
470,5,130.0,1,New Customers
243,5,79.75,4,Potential Customers
129,3,111.9,5,Regular Customers
84,6,94.6,0,Loyal Customers
183,4,150.7,5,Regular Customers
246,5,48.9,4,Potential Customers
12,10,104.25,0,Loyal Customers
88,4,191.35,2,Diamond Customers
75,4,57.5,0,Loyal Customers
39,5,165.5,2,Diamond Customers
306,4,83.96,4,Potential Customers
3,4,135.99,0,Loyal Customers
84,7,124.2,2,Diamond Customers
24,6,109.6,0,Loyal Customers
236,2,24.4,4,Potential Customers
24,4,89.45,0,Loyal Customers
132,3,106.1,5,Regular Customers
256,5,83.36,4,Potential Customers
132,3,48.8,5,Regular Customers
55,4,97.6,0,Loyal Customers
353,2,68.9,1,New Customers
11,4,94.45,0,Loyal Customers
197,4,83.3,4,Potential Customers
150,6,237.4,2,Diamond Customers
11,7,211.84,2,Diamond Customers
35,4,193.4,2,Diamond Customers
589,1,24.7,3,Lost Customers
18,3,65.5,0,Loyal Customers
322,2,101.8,4,Potential Customers
26,5,76.17,0,Loyal Customers
454,2,27.1,1,New Customers
21,3,27.76,0,Loyal Customers
130,6,213.34,2,Diamond Customers
60,5,62.7,0,Loyal Customers
209,4,54.6,4,Potential Customers
29,3,71.3,0,Loyal Customers
727,1,5.6,3,Lost Customers
447,1,11.7,1,New Customers
26,5,87.28,0,Loyal Customers
431,2,39.76,1,New Customers
9,6,161.99,2,Diamond Customers
264,3,131.16,4,Potential Customers
138,3,58.42,5,Regular Customers
119,5,99.36,5,Regular Customers
590,3,59.2,3,Lost Customers
131,6,191.75,2,Diamond Customers
19,5,130.7,0,Loyal Customers
189,5,46.37,5,Regular Customers
44,4,64.2,0,Loyal Customers
317,5,157.25,4,Potential Customers
75,7,137.1,2,Diamond Customers
233,4,60.9,4,Potential Customers
18,5,49.9,0,Loyal Customers
152,5,130.5,5,Regular Customers
81,6,143.7,2,Diamond Customers
249,5,75.75,4,Potential Customers
273,3,94.2,4,Potential Customers
325,3,44.72,1,New Customers
376,2,52.04,1,New Customers
207,9,240.4,2,Diamond Customers
199,4,49.1,5,Regular Customers
91,6,103.6,0,Loyal Customers
110,5,144.6,2,Diamond Customers
24,7,129.66,0,Loyal Customers
545,2,43.8,3,Lost Customers
702,1,16.9,3,Lost Customers
24,5,241.6,2,Diamond Customers
73,5,108.96,0,Loyal Customers
190,2,41.2,5,Regular Customers
558,3,91.9,3,Lost Customers
77,3,62.3,0,Loyal Customers
1,4,60.65,0,Loyal Customers
109,4,79.8,5,Regular Customers
146,2,39.5,5,Regular Customers
47,5,131.0,2,Diamond Customers
83,3,115.3,0,Loyal Customers
482,3,42.85,3,Lost Customers
21,6,86.36,0,Loyal Customers
25,7,189.7,2,Diamond Customers
91,7,265.7,2,Diamond Customers
27,6,66.6,0,Loyal Customers
65,3,98.7,0,Loyal Customers
126,4,86.4,5,Regular Customers
64,8,145.52,2,Diamond Customers
158,3,45.45,5,Regular Customers
138,6,135.69,5,Regular Customers
270,3,41.1,4,Potential Customers
