Recency,Frequency,Monetary,Cluster,ClusterName
35,5,53.8,0,Loyal Customers
242,5,100.0,4,Potential Customers
122,4,70.3,5,Regular Customers
323,4,60.65,1,New Customers
28,8,204.96,2,Diamond Customers
706,2,24.0,3,Lost Customers
199,4,182.94,4,Potential Customers
88,2,155.9,2,Diamond Customers
86,4,48.75,0,Loyal Customers
152,5,89.36,5,Regular Customers
21,3,89.8,0,Loyal Customers
41,4,75.86,0,Loyal Customers
89,8,186.75,2,Diamond Customers
88,4,75.1,0,Loyal Customers
240,3,71.4,4,Potential Customers
86,4,104.7,0,Loyal Customers
91,5,75.49,0,Loyal Customers
221,4,94.6,4,Potential Customers
385,1,73.5,1,New Customers
78,3,73.84,0,Loyal Customers
53,3,53.4,0,Loyal Customers
571,3,117.5,3,Lost Customers
185,6,182.0,5,Regular Customers
142,1,58.2,5,Regular Customers
133,3,42.62,5,Regular Customers
216,5,111.95,4,Potential Customers
227,4,129.7,4,Potential Customers
172,5,107.6,5,Regular Customers
291,1,16.35,4,Potential Customers
76,3,64.6,0,Loyal Customers
129,5,96.46,5,Regular Customers
198,5,91.3,4,Potential Customers
596,3,83.05,3,Lost Customers
113,5,69.9,5,Regular Customers
709,1,10.8,3,Lost Customers
14,3,58.44,0,Loyal Customers
16,6,214.2,2,Diamond Customers
213,1,2.7,4,Potential Customers
34,4,48.1,0,Loyal Customers
272,4,113.75,4,Potential Customers
75,3,35.75,0,Loyal Customers
354,3,94.69,1,New Customers
66,2,25.4,0,Loyal Customers
35,3,98.9,0,Loyal Customers
189,2,16.7,5,Regular Customers
143,3,51.6,5,Regular Customers
73,2,23.8,0,Loyal Customers
116,4,62.3,5,Regular Customers
240,6,124.6,4,Potential Customers
50,6,207.36,2,Diamond Customers
64,10,267.5,2,Diamond Customers
174,6,80.7,5,Regular Customers
70,4,43.9,0,Loyal Customers
219,2,75.7,4,Potential Customers
51,3,58.2,0,Loyal Customers
570,3,32.15,3,Lost Customers
50,4,38.9,0,Loyal Customers
564,2,16.8,3,Lost Customers
116,5,149.1,2,Diamond Customers
103,5,129.32,2,Diamond Customers
341,2,8.1,1,New Customers
158,3,59.1,5,Regular Customers
47,6,225.4,2,Diamond Customers
566,3,19.92,3,Lost Customers
163,3,112.3,5,Regular Customers
182,2,20.7,5,Regular Customers
132,4,90.45,5,Regular Customers
420,2,66.4,1,New Customers
460,1,17.1,1,New Customers
68,2,50.7,0,Loyal Customers
27,4,109.8,0,Loyal Customers
75,5,71.96,0,Loyal Customers
41,4,80.3,0,Loyal Customers
77,4,87.9,0,Loyal Customers
109,6,50.9,5,Regular Customers
63,2,50.0,0,Loyal Customers
112,2,89.1,5,Regular Customers
230,2,17.8,4,Potential Customers
241,5,138.6,4,Potential Customers
596,2,65.8,3,Lost Customers
327,3,102.7,1,New Customers
621,1,7.6,3,Lost Customers
137,3,31.74,5,Regular Customers
2,5,94.4,0,Loyal Customers
138,9,193.82,2,Diamond Customers
30,3,58.75,0,Loyal Customers
390,1,9.3,1,New Customers
70,3,219.2,2,Diamond Customers
82,5,104.31,0,Loyal Customers
277,1,3.65,4,Potential Customers
113,8,149.79,2,Diamond Customers
61,3,57.76,0,Loyal Customers
155,1,15.3,5,Regular Customers
59,6,106.48,0,Loyal Customers
48,7,267.62,2,Diamond Customers
139,3,39.7,5,Regular Customers
293,3,88.3,4,Potential Customers
367,3,52.0,1,New Customers
186,4,73.7,5,Regular Customers
403,4,87.1,1,New Customers
64,4,40.25,0,Loyal Customers
222,2,34.8,4,Potential Customers
90,8,129.38,2,Diamond Customers
153,4,94.06,5,Regular Customers
268,5,93.9,4,Potential Customers
40,7,155.9,2,Diamond Customers
40,4,53.3,0,Loyal Customers
265,1,26.36,4,Potential Customers
147,4,74.65,5,Regular Customers
173,6,121.12,5,Regular Customers
342,4,68.5,1,New Customers
31,8,157.4,2,Diamond Customers
220,1,34.6,4,Potential Customers
5,6,173.4,2,Diamond Customers
329,1,22.4,1,New Customers
95,6,144.39,2,Diamond Customers
655,1,30.62,3,Lost Customers
9,3,33.0,0,Loyal Customers
48,4,73.6,0,Loyal Customers
494,2,15.9,3,Lost Customers
41,5,67.56,0,Loyal Customers
227,3,124.2,4,Potential Customers
76,4,85.16,0,Loyal Customers
178,4,67.25,5,Regular Customers
374,5,179.64,1,New Customers
103,4,94.95,5,Regular Customers
99,3,24.64,5,Regular Customers
149,5,143.82,5,Regular Customers
391,3,48.4,1,New Customers
173,3,40.97,5,Regular Customers
57,9,209.06,2,Diamond Customers
95,2,17.6,5,Regular Customers
119,3,53.3,5,Regular Customers
345,4,72.8,1,New Customers
187,2,66.7,5,Regular Customers
380,4,80.8,1,New Customers
200,4,81.0,4,Potential Customers
249,5,54.5,4,Potential Customers
76,7,133.25,2,Diamond Customers
84,3,34.6,0,Loyal Customers
109,7,157.52,2,Diamond Customers
409,3,49.2,1,New Customers
94,6,118.76,5,Regular Customers
18,2,34.6,0,Loyal Customers
26,4,54.4,0,Loyal Customers
104,2,68.8,5,Regular Customers
164,4,83.05,5,Regular Customers
22,6,101.5,0,Loyal Customers
227,3,35.2,4,Potential Customers
3,3,89.3,0,Loyal Customers
108,1,24.0,5,Regular Customers
452,2,136.9,1,New Customers
74,4,49.1,0,Loyal Customers
199,3,25.45,5,Regular Customers
40,6,118.51,0,Loyal Customers
291,2,78.3,4,Potential Customers
146,5,113.5,5,Regular Customers
16,3,54.1,0,Loyal Customers
275,2,31.1,4,Potential Customers
1,4,136.2,0,Loyal Customers
575,2,29.1,3,Lost Customers
317,2,23.5,1,New Customers
299,3,86.6,4,Potential Customers
380,9,284.8,1,New Customers
29,7,184.44,2,Diamond Customers
239,5,75.3,4,Potential Customers
69,4,36.5,0,Loyal Customers
322,5,59.9,1,New Customers
183,5,222.36,2,Diamond Customers
135,6,96.65,5,Regular Customers
77,1,10.45,0,Loyal Customers
45,4,114.24,0,Loyal Customers
475,2,112.6,1,New Customers
493,2,9.9,3,Lost Customers
44,3,38.2,0,Loyal Customers
31,6,199.82,2,Diamond Customers
184,3,97.6,5,Regular Customers
197,2,43.5,5,Regular Customers
128,4,108.9,5,Regular Customers
248,4,51.83,4,Potential Customers
18,3,14.77,0,Loyal Customers
355,3,69.7,1,New Customers
544,2,30.55,3,Lost Customers
64,8,161.1,2,Diamond Customers
144,2,100.6,5,Regular Customers
355,2,28.4,1,New Customers
48,2,22.56,0,Loyal Customers
231,3,73.2,4,Potential Customers
56,3,64.06,0,Loyal Customers
33,3,34.42,0,Loyal Customers
38,6,153.6,2,Diamond Customers
333,3,167.9,4,Potential Customers
20,4,57.5,0,Loyal Customers
95,3,26.05,5,Regular Customers
401,2,34.8,1,New Customers
161,4,61.6,5,Regular Customers
160,7,142.1,5,Regular Customers
291,3,69.1,4,Potential Customers
229,3,96.6,4,Potential Customers
46,3,62.06,0,Loyal Customers
14,5,171.46,2,Diamond Customers
414,4,121.29,1,New Customers
220,6,107.75,4,Potential Customers
152,4,68.4,5,Regular Customers
107,3,94.6,5,Regular Customers
354,2,58.9,1,New Customers
346,3,76.71,1,New Customers
127,4,183.2,2,Diamond Customers
315,3,68.6,4,Potential Customers
1,7,194.2,2,Diamond Customers
454,2,32.6,1,New Customers
1,5,182.45,2,Diamond Customers
410,1,1.7,1,New Customers
97,2,16.8,5,Regular Customers
30,4,61.6,0,Loyal Customers
466,2,83.3,1,New Customers
224,7,127.0,4,Potential Customers
48,2,84.55,0,Loyal Customers
601,1,7.7,3,Lost Customers
310,1,16.6,1,New Customers
285,3,146.4,4,Potential Customers
41,6,66.85,0,Loyal Customers
64,7,156.0,2,Diamond Customers
182,3,33.0,5,Regular Customers
139,6,98.36,5,Regular Customers
40,4,74.44,0,Loyal Customers
215,8,153.88,4,Potential Customers
233,2,40.6,4,Potential Customers
265,7,160.8,4,Potential Customers
304,1,27.0,4,Potential Customers
121,7,139.0,2,Diamond Customers
260,3,58.64,4,Potential Customers
222,4,156.22,4,Potential Customers
16,6,125.11,0,Loyal Customers
721,1,6.0,3,Lost Customers
400,3,39.02,1,New Customers
26,7,167.71,2,Diamond Customers
366,4,57.4,1,New Customers
452,2,17.4,1,New Customers
15,8,166.65,2,Diamond Customers
445,2,62.8,1,New Customers
448,1,1.3,1,New Customers
34,1,6.6,0,Loyal Customers
261,3,104.9,4,Potential Customers
193,2,51.94,5,Regular Customers
255,2,115.0,4,Potential Customers
460,1,26.8,1,New Customers
123,5,99.65,5,Regular Customers
470,2,20.0,1,New Customers
508,2,50.9,3,Lost Customers
33,6,220.04,2,Diamond Customers
452,2,48.74,1,New Customers
223,2,47.05,4,Potential Customers
526,2,46.6,3,Lost Customers
437,2,39.8,1,New Customers
23,6,145.0,2,Diamond Customers
88,7,279.99,2,Diamond Customers
490,1,10.8,3,Lost Customers
594,1,15.0,3,Lost Customers
437,4,57.8,1,New Customers
91,5,123.62,2,Diamond Customers
249,3,67.06,4,Potential Customers
521,1,28.8,3,Lost Customers
240,2,24.6,4,Potential Customers
538,3,63.88,3,Lost Customers
73,10,152.56,2,Diamond Customers
37,5,101.5,0,Loyal Customers
29,5,108.21,0,Loyal Customers
21,4,95.2,0,Loyal Customers
111,6,112.9,5,Regular Customers
140,4,47.1,5,Regular Customers
211,3,91.9,4,Potential Customers
42,5,40.7,0,Loyal Customers
47,7,144.7,2,Diamond Customers
485,2,25.6,3,Lost Customers
162,5,107.4,5,Regular Customers
140,7,124.45,5,Regular Customers
124,5,180.92,2,Diamond Customers
458,2,92.68,1,New Customers
52,4,125.9,0,Loyal Customers
99,3,107.5,5,Regular Customers
285,4,55.0,4,Potential Customers
67,2,22.7,0,Loyal Customers
65,4,93.46,0,Loyal Customers
373,5,120.4,1,New Customers
160,3,62.35,5,Regular Customers
37,6,154.34,2,Diamond Customers
382,4,108.15,1,New Customers
156,3,60.8,5,Regular Customers
210,3,23.1,4,Potential Customers
482,1,21.0,3,Lost Customers
57,3,54.0,0,Loyal Customers
92,4,56.96,5,Regular Customers
113,5,82.0,5,Regular Customers
135,3,68.5,5,Regular Customers
220,3,114.3,4,Potential Customers
40,3,58.19,0,Loyal Customers
191,5,66.7,5,Regular Customers
291,4,89.4,4,Potential Customers
273,5,88.35,4,Potential Customers
403,2,12.4,1,New Customers
184,3,79.5,5,Regular Customers
226,6,197.8,4,Potential Customers
5,1,17.3,0,Loyal Customers
481,1,2.9,3,Lost Customers
53,3,82.0,0,Loyal Customers
279,3,49.6,4,Potential Customers
522,3,32.54,3,Lost Customers
95,2,51.3,5,Regular Customers
134,3,63.8,5,Regular Customers
345,4,90.72,1,New Customers
261,2,14.6,4,Potential Customers
72,4,140.64,2,Diamond Customers
57,3,39.1,0,Loyal Customers
3,5,179.2,2,Diamond Customers
218,3,80.3,4,Potential Customers
51,3,103.8,0,Loyal Customers
143,8,136.92,5,Regular Customers
281,3,88.82,4,Potential Customers
221,5,146.6,4,Potential Customers
58,4,118.4,0,Loyal Customers
31,4,61.75,0,Loyal Customers
28,5,64.1,0,Loyal Customers
99,6,145.5,2,Diamond Customers
206,2,27.0,4,Potential Customers
73,4,94.45,0,Loyal Customers
270,3,192.85,4,Potential Customers
5,2,70.5,0,Loyal Customers
506,2,25.1,3,Lost Customers
32,5,76.7,0,Loyal Customers
42,6,82.7,0,Loyal Customers
61,4,139.4,2,Diamond Customers
314,5,132.05,4,Potential Customers
59,4,124.22,0,Loyal Customers
117,2,25.5,5,Regular Customers
162,3,78.36,5,Regular Customers
236,3,59.7,4,Potential Customers
106,4,118.2,5,Regular Customers
104,2,58.0,5,Regular Customers
17,4,77.52,0,Loyal Customers
483,2,19.2,3,Lost Customers
307,2,63.1,4,Potential Customers
667,1,24.4,3,Lost Customers
324,6,235.4,4,Potential Customers
29,5,74.95,0,Loyal Customers
102,5,92.7,5,Regular Customers
113,4,131.44,5,Regular Customers
115,3,24.3,5,Regular Customers
1,4,98.4,0,Loyal Customers
580,1,46.4,3,Lost Customers
14,5,195.2,2,Diamond Customers
113,7,100.9,5,Regular Customers
85,2,62.7,0,Loyal Customers
77,5,96.6,0,Loyal Customers
152,4,35.4,5,Regular Customers
58,6,62.5,0,Loyal Customers
31,6,224.1,2,Diamond Customers
147,2,70.9,5,Regular Customers
168,1,33.9,5,Regular Customers
394,3,23.6,1,New Customers
178,3,61.1,5,Regular Customers
233,3,90.3,4,Potential Customers
188,3,97.3,5,Regular Customers
164,3,153.4,5,Regular Customers
147,4,33.2,5,Regular Customers
80,1,7.2,0,Loyal Customers
183,3,37.58,5,Regular Customers
291,3,92.9,4,Potential Customers
79,2,52.5,0,Loyal Customers
170,11,217.85,2,Diamond Customers
39,5,101.1,0,Loyal Customers
282,5,104.75,4,Potential Customers
92,3,43.0,5,Regular Customers
310,3,41.0,4,Potential Customers
11,7,86.6,0,Loyal Customers
34,5,164.7,2,Diamond Customers
152,3,54.8,5,Regular Customers
578,2,47.46,3,Lost Customers
271,3,44.2,4,Potential Customers
315,3,36.3,1,New Customers
303,3,99.87,4,Potential Customers
131,6,97.4,5,Regular Customers
254,3,85.9,4,Potential Customers
491,3,44.15,3,Lost Customers
220,2,56.1,4,Potential Customers
79,8,174.64,2,Diamond Customers
161,2,106.52,5,Regular Customers
9,1,11.8,0,Loyal Customers
259,2,86.51,4,Potential Customers
385,4,80.1,1,New Customers
445,1,7.8,1,New Customers
215,2,13.6,4,Potential Customers
442,1,17.8,1,New Customers
228,4,68.4,4,Potential Customers
241,5,159.5,4,Potential Customers
305,2,45.2,4,Potential Customers
2,2,102.2,0,Loyal Customers
154,6,245.05,2,Diamond Customers
160,3,31.9,5,Regular Customers
155,3,37.06,5,Regular Customers
52,10,184.45,2,Diamond Customers
313,2,70.32,4,Potential Customers
44,4,86.27,0,Loyal Customers
381,3,63.8,1,New Customers
220,1,3.4,4,Potential Customers
367,2,10.8,1,New Customers
130,6,137.7,5,Regular Customers
103,5,70.1,5,Regular Customers
393,3,38.7,1,New Customers
267,5,165.5,4,Potential Customers
22,4,82.35,0,Loyal Customers
145,4,50.12,5,Regular Customers
87,7,152.4,2,Diamond Customers
443,2,49.46,1,New Customers
82,3,79.3,0,Loyal Customers
97,4,44.32,5,Regular Customers
175,5,74.04,5,Regular Customers
34,6,92.4,0,Loyal Customers
346,5,107.14,1,New Customers
326,2,31.1,1,New Customers
13,6,203.6,2,Diamond Customers
53,4,48.3,0,Loyal Customers
148,4,96.1,5,Regular Customers
464,1,50.6,1,New Customers
397,3,49.5,1,New Customers
250,5,175.55,4,Potential Customers
304,1,13.49,4,Potential Customers
137,2,20.05,5,Regular Customers
32,6,188.94,2,Diamond Customers
139,1,10.9,5,Regular Customers
24,6,102.6,0,Loyal Customers
121,6,88.1,5,Regular Customers
82,4,93.4,0,Loyal Customers
1,6,163.32,2,Diamond Customers
607,3,25.8,3,Lost Customers
484,3,63.26,3,Lost Customers
573,1,30.0,3,Lost Customers
286,2,39.1,4,Potential Customers
88,4,54.45,0,Loyal Customers
44,6,106.1,0,Loyal Customers
337,2,54.56,1,New Customers
35,6,191.04,2,Diamond Customers
404,2,34.8,1,New Customers
69,4,110.7,0,Loyal Customers
287,1,20.4,4,Potential Customers
40,6,168.74,2,Diamond Customers
355,6,139.4,1,New Customers
128,3,46.9,5,Regular Customers
165,1,32.66,5,Regular Customers
189,3,163.7,5,Regular Customers
9,3,77.3,0,Loyal Customers
462,2,19.7,1,New Customers
6,3,35.1,0,Loyal Customers
210,2,21.8,4,Potential Customers
51,7,190.96,2,Diamond Customers
29,9,209.8,2,Diamond Customers
132,2,73.0,5,Regular Customers
82,6,105.24,0,Loyal Customers
489,1,9.5,3,Lost Customers
567,1,29.7,3,Lost Customers
496,2,16.8,3,Lost Customers
102,6,112.6,5,Regular Customers
89,4,93.9,0,Loyal Customers
154,5,84.8,5,Regular Customers
13,4,106.93,0,Loyal Customers
126,6,111.84,5,Regular Customers
40,6,172.9,2,Diamond Customers
321,4,71.2,1,New Customers
229,4,95.29,4,Potential Customers
39,6,114.44,0,Loyal Customers
209,2,23.8,4,Potential Customers
38,6,115.28,0,Loyal Customers
186,8,169.22,5,Regular Customers
84,3,143.6,2,Diamond Customers
171,2,51.9,5,Regular Customers
16,6,115.9,0,Loyal Customers
423,2,34.9,1,New Customers
32,4,96.8,0,Loyal Customers
190,5,60.7,5,Regular Customers
87,2,45.5,0,Loyal Customers
0,5,108.4,0,Loyal Customers
335,5,98.0,1,New Customers
90,6,113.7,0,Loyal Customers
92,6,175.74,2,Diamond Customers
355,3,62.5,1,New Customers
613,1,16.8,3,Lost Customers
81,4,123.42,2,Diamond Customers
63,4,56.1,0,Loyal Customers
51,5,48.5,0,Loyal Customers
284,6,127.52,4,Potential Customers
135,4,122.6,5,Regular Customers
60,2,49.3,0,Loyal Customers
135,3,94.5,5,Regular Customers
30,5,151.7,2,Diamond Customers
64,2,100.56,0,Loyal Customers
370,2,76.0,1,New Customers
191,5,130.6,5,Regular Customers
45,4,35.9,0,Loyal Customers
0,6,146.2,2,Diamond Customers
66,7,174.51,2,Diamond Customers
283,2,40.42,4,Potential Customers
101,4,59.21,5,Regular Customers
48,3,115.8,0,Loyal Customers
128,5,63.54,5,Regular Customers
32,6,93.1,0,Loyal Customers
336,2,70.72,1,New Customers
151,4,55.5,5,Regular Customers
19,3,66.45,0,Loyal Customers
428,1,13.4,1,New Customers
307,3,81.5,4,Potential Customers
369,2,86.8,1,New Customers
371,7,216.19,1,New Customers
277,3,124.75,4,Potential Customers
25,4,52.8,0,Loyal Customers
431,2,61.1,1,New Customers
34,5,84.49,0,Loyal Customers
0,5,65.9,0,Loyal Customers
106,4,85.5,5,Regular Customers
196,3,49.7,5,Regular Customers
445,2,40.9,1,New Customers
345,2,27.7,1,New Customers
193,2,93.3,5,Regular Customers
53,3,60.14,0,Loyal Customers
139,4,153.31,2,Diamond Customers
180,4,114.36,5,Regular Customers
242,3,60.4,4,Potential Customers
332,2,16.0,1,New Customers
30,3,45.55,0,Loyal Customers
94,2,37.6,5,Regular Customers
34,4,130.9,0,Loyal Customers
145,6,136.2,5,Regular Customers
308,4,74.16,4,Potential Customers
74,3,36.8,0,Loyal Customers
361,3,51.8,1,New Customers
256,3,57.5,4,Potential Customers
455,3,45.1,1,New Customers
287,3,120.85,4,Potential Customers
230,3,67.95,4,Potential Customers
141,6,92.7,5,Regular Customers
720,1,80.1,3,Lost Customers
162,6,95.7,5,Regular Customers
223,5,183.5,4,Potential Customers
278,1,37.2,4,Potential Customers
578,1,20.9,3,Lost Customers
148,2,108.6,5,Regular Customers
268,1,15.4,4,Potential Customers
88,2,103.0,0,Loyal Customers
593,1,1.9,3,Lost Customers
158,7,135.55,5,Regular Customers
233,3,66.9,4,Potential Customers
612,2,35.0,3,Lost Customers
68,4,83.0,0,Loyal Customers
16,6,234.79,2,Diamond Customers
41,9,145.76,2,Diamond Customers
263,4,192.08,4,Potential Customers
661,2,48.9,3,Lost Customers
589,3,46.4,3,Lost Customers
285,2,41.0,4,Potential Customers
220,2,34.5,4,Potential Customers
100,7,182.1,2,Diamond Customers
343,3,36.9,1,New Customers
148,10,205.7,2,Diamond Customers
360,5,38.62,1,New Customers
289,1,32.1,4,Potential Customers
190,4,57.2,5,Regular Customers
563,1,11.5,3,Lost Customers
25,7,53.35,0,Loyal Customers
139,3,83.7,5,Regular Customers
146,3,95.06,5,Regular Customers
37,6,157.65,2,Diamond Customers
173,5,141.95,5,Regular Customers
357,4,38.3,1,New Customers
607,2,25.9,3,Lost Customers
182,5,101.62,5,Regular Customers
78,3,109.54,0,Loyal Customers
490,2,46.0,3,Lost Customers
137,3,43.7,5,Regular Customers
285,4,103.2,4,Potential Customers
397,1,4.4,1,New Customers
144,3,32.6,5,Regular Customers
341,3,23.3,1,New Customers
86,7,171.5,2,Diamond Customers
169,4,35.45,5,Regular Customers
328,4,58.2,1,New Customers
303,3,29.2,4,Potential Customers
78,5,71.64,0,Loyal Customers
21,3,85.5,0,Loyal Customers
123,7,148.0,2,Diamond Customers
91,5,106.75,0,Loyal Customers
49,4,48.0,0,Loyal Customers
177,5,47.1,5,Regular Customers
49,4,128.0,0,Loyal Customers
444,2,35.76,1,New Customers
47,6,170.12,2,Diamond Customers
13,6,203.1,2,Diamond Customers
218,2,25.7,4,Potential Customers
270,3,93.85,4,Potential Customers
54,6,102.3,0,Loyal Customers
127,7,164.7,2,Diamond Customers
70,2,85.42,0,Loyal Customers
27,4,69.5,0,Loyal Customers
22,6,132.0,0,Loyal Customers
275,4,35.1,4,Potential Customers
150,7,192.72,2,Diamond Customers
62,4,132.61,2,Diamond Customers
132,5,160.1,2,Diamond Customers
313,5,150.72,4,Potential Customers
294,4,72.96,4,Potential Customers
58,5,135.7,2,Diamond Customers
8,3,151.0,2,Diamond Customers
33,7,205.26,2,Diamond Customers
315,1,4.1,1,New Customers
263,3,37.0,4,Potential Customers
41,6,118.4,0,Loyal Customers
205,3,60.9,4,Potential Customers
222,2,16.5,4,Potential Customers
138,2,48.6,5,Regular Customers
15,6,117.04,0,Loyal Customers
143,2,32.62,5,Regular Customers
27,6,107.3,0,Loyal Customers
35,3,41.86,0,Loyal Customers
25,6,119.6,0,Loyal Customers
293,2,81.5,4,Potential Customers
81,3,114.8,0,Loyal Customers
662,2,27.4,3,Lost Customers
190,5,94.7,5,Regular Customers
458,1,5.9,1,New Customers
246,2,12.0,4,Potential Customers
535,2,62.62,3,Lost Customers
451,2,31.7,1,New Customers
124,7,151.66,2,Diamond Customers
10,3,82.88,0,Loyal Customers
243,4,89.0,4,Potential Customers
31,7,178.7,2,Diamond Customers
551,2,39.8,3,Lost Customers
13,7,220.35,2,Diamond Customers
288,5,105.5,4,Potential Customers
23,6,201.0,2,Diamond Customers
51,9,247.84,2,Diamond Customers
40,4,109.1,0,Loyal Customers
61,4,107.14,0,Loyal Customers
597,3,38.9,3,Lost Customers
118,5,113.3,5,Regular Customers
30,7,145.5,2,Diamond Customers
157,3,76.25,5,Regular Customers
52,6,115.16,0,Loyal Customers
201,2,30.0,4,Potential Customers
49,4,100.1,0,Loyal Customers
273,3,57.4,4,Potential Customers
31,3,30.0,0,Loyal Customers
259,2,38.7,4,Potential Customers
352,1,41.6,1,New Customers
131,4,127.2,5,Regular Customers
133,1,52.74,5,Regular Customers
38,3,73.5,0,Loyal Customers
84,3,39.6,0,Loyal Customers
631,1,13.9,3,Lost Customers
26,4,115.55,0,Loyal Customers
80,4,57.6,0,Loyal Customers
21,5,219.0,2,Diamond Customers
46,4,61.4,0,Loyal Customers
22,4,53.2,0,Loyal Customers
385,3,67.2,1,New Customers
542,2,20.1,3,Lost Customers
59,7,155.66,2,Diamond Customers
132,2,29.2,5,Regular Customers
361,3,79.9,1,New Customers
134,4,26.7,5,Regular Customers
594,3,39.9,3,Lost Customers
439,5,85.3,1,New Customers
50,1,10.1,0,Loyal Customers
386,2,54.8,1,New Customers
131,6,125.8,5,Regular Customers
185,6,121.65,5,Regular Customers
3,4,71.9,0,Loyal Customers
455,2,37.8,1,New Customers
329,1,20.6,1,New Customers
87,6,81.95,0,Loyal Customers
43,6,78.66,0,Loyal Customers
161,3,50.64,5,Regular Customers
96,4,98.4,5,Regular Customers
61,2,18.64,0,Loyal Customers
227,1,37.9,4,Potential Customers
350,5,71.5,1,New Customers
312,3,125.6,4,Potential Customers
79,4,50.85,0,Loyal Customers
138,4,155.0,2,Diamond Customers
204,2,24.5,4,Potential Customers
2,4,159.4,2,Diamond Customers
252,2,34.4,4,Potential Customers
25,3,100.0,0,Loyal Customers
38,8,163.66,2,Diamond Customers
487,2,79.1,3,Lost Customers
150,2,44.4,5,Regular Customers
179,6,284.89,2,Diamond Customers
501,3,101.2,3,Lost Customers
51,3,55.3,0,Loyal Customers
291,3,62.95,4,Potential Customers
104,5,85.84,5,Regular Customers
25,2,39.04,0,Loyal Customers
76,2,11.8,0,Loyal Customers
125,6,68.45,5,Regular Customers
22,4,87.34,0,Loyal Customers
112,4,107.0,5,Regular Customers
429,3,82.35,1,New Customers
4,5,132.1,0,Loyal Customers
165,2,32.4,5,Regular Customers
137,3,41.1,5,Regular Customers
15,6,174.7,2,Diamond Customers
5,4,43.0,0,Loyal Customers
40,6,97.2,0,Loyal Customers
215,3,50.0,4,Potential Customers
190,4,133.6,5,Regular Customers
170,6,181.0,2,Diamond Customers
511,2,104.0,3,Lost Customers
123,5,83.0,5,Regular Customers
116,6,156.95,2,Diamond Customers
455,4,40.85,1,New Customers
213,2,55.9,4,Potential Customers
404,7,125.8,1,New Customers
10,6,117.6,0,Loyal Customers
18,4,111.7,0,Loyal Customers
47,4,86.6,0,Loyal Customers
93,2,7.65,5,Regular Customers
648,1,14.4,3,Lost Customers
77,5,49.5,0,Loyal Customers
378,5,67.2,1,New Customers
297,5,85.8,4,Potential Customers
360,3,87.34,1,New Customers
325,5,112.96,4,Potential Customers
280,4,58.9,4,Potential Customers
255,5,48.6,4,Potential Customers
131,7,124.5,5,Regular Customers
104,5,108.8,5,Regular Customers
574,2,16.9,3,Lost Customers
98,4,72.6,5,Regular Customers
7,4,108.0,0,Loyal Customers
307,3,127.84,4,Potential Customers
95,3,127.8,2,Diamond Customers
341,3,50.8,1,New Customers
89,7,228.22,2,Diamond Customers
182,2,11.0,5,Regular Customers
3,3,57.45,0,Loyal Customers
45,5,58.6,0,Loyal Customers
294,3,112.8,4,Potential Customers
343,2,79.75,1,New Customers
67,6,102.36,0,Loyal Customers
117,7,122.61,5,Regular Customers
0,2,26.8,0,Loyal Customers
41,5,45.52,0,Loyal Customers
282,3,34.0,4,Potential Customers
58,4,57.5,0,Loyal Customers
59,4,71.1,0,Loyal Customers
145,5,62.65,5,Regular Customers
80,1,41.4,0,Loyal Customers
259,6,109.3,4,Potential Customers
27,7,185.9,2,Diamond Customers
373,3,85.3,1,New Customers
63,3,101.1,0,Loyal Customers
78,5,119.05,0,Loyal Customers
207,3,65.46,4,Potential Customers
81,6,164.2,2,Diamond Customers
176,6,126.24,5,Regular Customers
95,3,66.7,5,Regular Customers
9,7,193.0,2,Diamond Customers
323,3,24.3,1,New Customers
60,3,232.7,2,Diamond Customers
10,7,105.55,0,Loyal Customers
69,5,100.4,0,Loyal Customers
276,2,22.7,4,Potential Customers
454,3,59.4,1,New Customers
